ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2,2048.0,0.0,2028.75982812,1955.3555,-1.37771587846,0.0,0.0,9.81897125384,24.151418187,1953.82677344,1940.34330469,25.3170023085,25.4609665278,-0.973700722689,0.0,0.0,-2.6865969724,-13.6641872253,16.0307079248,17.4523284587,1929.04525,2007.21271094,18.7366286803,21.9982678082,-13.0820716106,-1.87850650403,-0.226331630337,0.0,0.0,1.06011331808,-3.21746862474,5.84809901244,-3.61763220226,26.4994817988,1.27831961989,2048.0,0.0,22.0942928952,5.54338682752,0.272882450549,-2.52857378954,8.18080251128,1.25083925565,2.94270512079,8.85099035552,-3.97486623099,6.81750373955,-0.196945903217,0.0,0.0,0.419120971733,-7.10478984871,3.25252680428,0.181048865631,-0.892452692755,-1.84789024356,-1.29341473681,0.0,0.0,-1.57019305077,-4.60585409469,-0.439369213372,0.0,0.0
ukbench00210.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,3224.73032812,0.0,0.0,0.0,0.0,145.239759268,2664.54335937,2768.16050781,60.8711936631,92.0598371156,0.0,0.0,0.0,0.0,0.704939105439,125.064414547,74.9798859059,3256.68202344,3760.0028125,123.912643369,89.3372761096,42.36547514,26.0802636047,0.0,0.0,0.0,0.0,3.6152499357,96.8794405564,63.8976682174,37.9048060213,0.0,3760.0028125,0.0,0.0,-17.1986772942,93.0110637546,41.3100578123,29.9483726386,0.0,3.934040163,42.0836384722,37.3721068608,25.2810837866,0.0,0.0,0.0,0.0,-6.30950440206,41.27894289,3.56188219878,7.29854651745,6.40483837515,0.0,0.0,0.0,0.0,-11.9428146144,0.0,0.0,0.0
1,2048.0,0.0,2048.0,2021.85630469,0.0,0.0,0.0,0.0,8.17432250316,1994.23038281,2001.83980469,-2.73692260789,6.46566745722,0.0,0.0,0.0,0.0,-0.72587257674,10.1573518498,-0.752313481943,2029.19109375,2048.0,1.91206437713,4.46529263388,4.99404624898,-1.03266868693,0.0,0.0,0.0,0.0,-1.54149095185,4.37114077178,4.92760928711,1.08544296576,0.0,2048.0,0.0,0.0,0.710079128044,5.20190285133,2.63696836398,2.03642696245,0.0,2.52161298331,2.30570200946,2.99236290505,0.830762079546,0.0,0.0,0.0,0.0,0.830991450447,1.52871467486,0.0489783676942,1.38717016598,0.4496051976,0.0,0.0,0.0,0.0,0.07808023232,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2071.34661719,0.0,0.0,0.0,0.0,-7.22677725522,2099.08538281,2098.67814844,-0.193873292457,-5.52200282965,0.0,0.0,0.0,0.0,0.975842064417,-5.48692624548,-0.249552790934,2066.8329375,2048.0,-3.252998633,-6.41303585547,-2.70773764569,-0.419120971733,0.0,0.0,0.0,0.0,0.823842934826,-5.99433753363,-3.35815104358,-0.943540843813,0.0,2048.0,0.0,0.0,-0.0585984925423,-6.716492431,-2.69392474076,-0.385677578994,0.0,-1.58314556242,-1.96351643252,-4.31316780398,-0.722154897374,0.0,0.0,0.0,0.0,-1.09563266315,-1.70556098506,0.711425156847,-2.09522685993,-0.39082741416,0.0,0.0,0.0,0.0,0.24857748331,0.0,0.0,0.0
ukbench00211.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,2458.4169375,0.0,0.0,0.0,0.0,330.797926321,1206.66177344,1330.45098437,147.767855978,134.507999963,0.0,0.0,0.0,0.0,22.8451540786,246.207331331,17.4413946379,3130.752625,3760.0028125,-78.6834827426,296.520459113,130.181545503,123.226913185,0.0,0.0,0.0,0.0,57.6086227549,212.321025216,3.81282135343,-43.8475797984,0.0,3760.0028125,0.0,0.0,-112.888263123,232.673420058,91.2173320001,102.114324811,0.0,25.8380196738,101.426522836,6.69885630225,226.916399714,0.0,0.0,0.0,0.0,153.687947118,112.759110448,21.0268804466,-7.02185782819,167.990778641,0.0,0.0,0.0,0.0,52.393685443,0.0,0.0,0.0
1,2048.0,0.0,2048.0,2117.17584375,0.0,0.0,0.0,0.0,-16.9972988618,2220.05027344,2230.887875,-8.52850760631,-5.38065556,0.0,0.0,0.0,0.0,0.543521730253,-23.9528857118,1.21330666981,2091.96510937,2048.0,5.22785688611,-24.1544086762,-9.49763238338,-6.63067286971,0.0,0.0,0.0,0.0,-4.79528870922,-13.8902012116,-1.39745029228,1.08101681047,0.0,2048.0,0.0,0.0,9.41350532057,-20.730492572,-7.392360513,-5.40202692824,0.0,-2.38026790192,-9.60074002573,-1.93289549044,-17.4074442538,0.0,0.0,0.0,0.0,-11.4246850091,-10.635019013,-3.77016194318,-0.605695968831,-12.5662439533,0.0,0.0,0.0,0.0,-3.81241381373,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2020.14609375,0.0,0.0,0.0,0.0,7.04878672571,1981.00052344,1978.407875,3.30138964471,2.85837180389,0.0,0.0,0.0,0.0,0.844317914025,11.8832110825,-0.550332353854,2030.88767188,2048.0,-2.48891340274,11.148958582,3.31615257623,2.25240026312,0.0,0.0,0.0,0.0,0.696986295081,6.36823129272,-1.27731714134,-0.997331806438,0.0,2048.0,0.0,0.0,-4.28626796624,9.24177514467,4.09046817839,2.59864606088,0.0,0.640798484656,3.97138175267,0.015052282529,6.35315555518,0.0,0.0,0.0,0.0,5.54400364162,3.8218658258,0.745991262743,0.626834836868,6.19637585546,0.0,0.0,0.0,0.0,1.59382098234,0.0,0.0,0.0
ukbench00212.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3504.78258594,1464.16645312,224.914234558,0.0,0.0,-148.664707311,470.099241326,1027.13486719,1111.29964062,164.6010074,305.947490515,59.7307779602,0.0,0.0,11.4326626421,119.882490899,334.810201082,169.885411774,1088.65244531,2710.2843125,29.6996482472,382.199584781,137.863018396,227.47267178,-50.049987109,0.0,0.0,55.5487260962,42.221832418,246.140473104,135.344887804,318.595167157,-0.471245590692,3760.0028125,0.0,-77.7568567104,-1.07324758709,280.082587446,94.3476757542,32.1219130168,-35.0294735481,-10.3141724595,130.366864553,86.0523430117,242.932815774,33.3400894334,0.0,0.0,270.867715504,3.85123760439,152.734743735,34.6321466507,30.0772429039,136.240670643,90.2415869596,0.0,0.0,129.883729046,2.7752982172,-14.5842446838,0.0,0.0
1,2048.0,0.0,2048.58198438,2063.48257031,-0.570801708425,0.0,0.0,0.537683452304,-2.03647139683,2072.83794531,2072.83794531,-1.78509162277,-4.65778022864,-0.483902322647,0.0,0.0,0.411525098107,-0.580137013157,-4.34281255454,-0.861550907369,2074.01282031,2057.05892969,0.246485269053,-5.13318294977,-0.198989672917,-0.201906607387,-0.323333194833,0.0,0.0,0.222715778208,-1.39701717546,-1.86343076648,-0.730387591701,-4.20817503104,-0.30669264283,2048.0,0.0,1.26116840663,-0.0578336114758,-3.92876814035,1.10901942096,-0.978510299,-0.113539519127,1.71725842995,-0.218111068488,-0.488029386176,-3.51724304224,0.683357983013,0.0,0.0,-3.51724304224,-0.290749198945,-2.12623399594,0.697823061881,-0.171373130603,-2.06395326476,0.251595577121,0.0,0.0,-0.749282477855,-0.164696191343,0.951968514733,0.0,0.0
2,2048.0,0.0,2048.73557812,2053.78441406,-0.721444197587,0.0,0.0,0.679585574251,-1.79661294834,2055.58391406,2055.58391406,-1.21427832271,-0.776593683121,-0.611610858412,0.0,0.0,0.52013228028,0.841522189965,-0.378501670518,0.140106709783,2054.56263281,2050.67792969,-0.730387591701,-0.699282974596,-0.495975642466,-1.14127586911,-0.40866531031,0.0,0.0,0.281493561648,-0.272064292585,0.303033925641,0.118776733289,-1.16742109728,-1.61666593906,2048.0,0.0,-0.522805048941,0.171373130603,-0.535208017826,0.172672177494,-0.476297053051,-0.143504173274,0.143979990468,0.484782082847,0.0793640758654,-0.015075737546,-0.178218108116,0.0,0.0,-0.0150757375456,0.861550907369,-0.289652492014,0.185797061171,0.0278689573286,0.467243790761,-0.378196047001,0.0,0.0,0.888873917556,0.488029386176,0.958736377294,0.0,0.0
ukbench00213.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3733.92032031,2016.86964062,-21.2129015293,0.0,0.0,-8.66670643563,141.789451239,1662.5170625,1711.91834375,79.4453867707,98.5645644041,6.43798951747,0.0,0.0,18.443107096,13.0367195527,146.095264805,77.9980520344,2927.71111719,3728.767375,-159.124499947,152.951109944,59.4160646627,199.06530871,23.5615835225,0.0,0.0,20.923280218,125.758443003,125.96696301,68.2167479488,-75.6824272119,-25.4974189705,3760.0028125,0.0,-10.6386532346,-44.55664134,135.181834952,46.872554673,155.935384562,12.1082094393,39.2188870205,52.6540711487,36.2184731297,176.29958052,7.44327927781,0.0,0.0,22.0867896696,181.107969128,58.5447551834,4.76911183115,1.6197152194,189.836678512,28.6155164358,0.0,0.0,25.6839809244,84.2272444369,14.9710324673,0.0,0.0
1,2048.0,0.0,2049.174875,2147.97541406,0.976872860754,0.0,0.0,0.4496051976,-6.17664583915,2194.87225781,2193.12630469,-5.51099551231,-6.69341901368,-0.229206742079,0.0,0.0,-0.830762079546,-1.2392818316,-11.521279282,-4.37103278104,2106.05270313,2049.174875,12.965611172,-12.416316036,-4.73584951256,-9.74410269717,-1.15230010631,0.0,0.0,-1.08544296576,-7.73175410944,-8.91334061763,-3.60798493343,5.52155261233,0.976872860754,2048.0,0.0,0.4496051976,5.05310561019,-9.32486571573,-4.22087187891,-9.11907777577,-0.652725577519,-4.68549479014,-6.67388101899,-3.05339577018,-12.0267704451,-0.229206742079,0.0,0.0,-0.830762079546,-13.614914498,-4.51307114862,-0.20056602149,-2.01874316877,-14.8510056631,-1.15230010631,0.0,0.0,-1.08544296576,-5.84716027703,-0.652725577519,0.0,0.0
2,2048.0,0.0,2046.97871875,2002.68410156,-0.849164324989,0.0,0.0,-0.39082741416,-0.443241495633,1984.26478906,1982.05805469,1.37319405289,2.75414344156,0.199242087932,0.0,0.0,0.722154897374,-0.588076769054,6.47575465383,-0.478729168032,2021.12473437,2046.97871875,-7.71687950664,6.30359494469,3.12699554524,4.51987626379,1.00165761715,0.0,0.0,0.943540843813,4.55242795764,3.79772136642,2.87649110311,-3.57121932177,-0.849164324989,2048.0,0.0,-0.39082741416,-1.69178863079,3.27758908614,2.2611977376,3.97014295302,0.567393462041,2.02173591926,2.99158823832,1.73405981527,6.06519736708,0.199242087932,0.0,0.0,0.722154897374,6.86750225913,3.407218543,0.12749508987,1.53671673855,6.69952784904,1.00165761715,0.0,0.0,0.943540843813,2.58014637593,0.567393462041,0.0,0.0
ukbench00214.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,2706.67039844,0.0,0.0,0.0,0.0,102.770871979,1892.256,1977.87561719,73.7031622543,91.6591228655,0.0,0.0,0.0,0.0,22.5082533141,114.88907111,10.9119842963,2704.53192969,3760.0028125,172.493187736,137.298043983,48.5124543981,60.8531400258,0.0,0.0,0.0,0.0,13.682605708,100.847414453,48.4005478662,57.1293003931,0.0,3760.0028125,0.0,0.0,28.7748300484,122.445952415,27.8644699375,30.5297747198,0.0,1.77905754998,50.7510570087,48.6829636757,70.6558607703,0.0,0.0,0.0,0.0,7.21485388709,44.4124199607,14.3053278172,-0.0411703955098,25.734846226,0.0,0.0,0.0,0.0,-2.84565290231,0.0,0.0,0.0
1,2048.0,0.0,2048.0,2032.37564844,0.0,0.0,0.0,0.0,1.69461051763,2025.57921875,2029.69673438,2.33714984376,0.821639270183,0.0,0.0,0.0,0.0,0.0422901863191,0.708194560487,0.341905871161,2035.59292187,2048.0,3.34438262817,3.09589385025,-0.351301842288,0.628855472159,0.0,0.0,0.0,0.0,0.0282573990921,2.08076114053,0.279069264941,-1.67533108809,0.0,2048.0,0.0,0.0,0.436608456074,0.830762079546,-0.486838401681,0.340334129088,0.0,0.337078989848,0.614213885816,-0.261372519828,-0.823050196214,0.0,0.0,0.0,0.0,-0.098778853048,0.961491126376,0.251162848609,0.875120588954,0.256860584104,0.0,0.0,0.0,0.0,-0.27032646467,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2074.61727344,0.0,0.0,0.0,0.0,-5.02148667786,2089.83628125,2085.01557813,-3.51318112296,-2.43468962709,0.0,0.0,0.0,0.0,-0.125314699158,-2.09852913919,-1.49308446682,2074.92429687,2048.0,-5.45174325153,-2.35521981031,-1.85181397739,-1.86343076648,0.0,0.0,0.0,0.0,-0.0837326049946,-2.6865969724,0.539828625979,-2.79565300553,0.0,2048.0,0.0,0.0,0.271806911058,-0.722154897374,-0.490299498704,-1.00848146371,0.0,-0.998835802859,-1.82004467274,-1.27101337519,-1.04026456056,0.0,0.0,0.0,0.0,-0.753377562778,-0.0247585455449,-0.0655026630564,-0.180316524717,-1.31261880763,0.0,0.0,0.0,0.0,-0.0857897769528,0.0,0.0,0.0
ukbench00215.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,3043.0684375,0.0,0.0,0.0,0.0,159.32233083,2755.68539062,2820.889,89.7284881458,11.6755512505,0.0,0.0,0.0,0.0,-3.28547352795,91.3252716425,117.66468392,3180.29310156,3760.0028125,128.890586455,65.1807535411,50.154611428,96.6438082701,0.0,0.0,0.0,0.0,2.56545948576,21.2730202499,31.0105156335,-12.1173328221,0.0,3760.0028125,0.0,0.0,-39.2964293533,36.910487842,3.45356871533,-5.42643695285,0.0,-15.365253183,48.8047138611,-18.1882135611,82.784476689,0.0,0.0,0.0,0.0,4.34936446525,50.3777809784,12.1587588205,2.97997162036,10.0568262366,0.0,0.0,0.0,0.0,4.10705968994,0.0,0.0,0.0
1,2048.0,0.0,2048.0,2100.93678906,0.0,0.0,0.0,0.0,-10.8929464107,2108.18630469,2106.2420625,-0.24208453061,1.69983540601,0.0,0.0,0.0,0.0,2.93178717614,-1.19704793138,-7.30085449611,2105.01067969,2048.0,-12.5654010218,-5.75922967186,-4.75893899174,-3.90563249035,0.0,0.0,0.0,0.0,3.25730902084,3.1442773608,-1.94514649634,1.81273808188,0.0,2048.0,0.0,0.0,2.66717302925,2.5308456553,-11.5934404209,-9.46930941158,0.0,0.120719706436,-10.0511072703,-3.70180595327,-8.52495116952,0.0,0.0,0.0,0.0,-3.96024349044,0.216824233405,3.63351378202,1.39189515185,-3.6586867388,0.0,0.0,0.0,0.0,-0.180225168678,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2053.50510156,0.0,0.0,0.0,0.0,-1.41855853597,2135.34830469,2111.5880625,-14.8788969828,-2.05110083469,0.0,0.0,0.0,0.0,-2.1244398635,-8.98704879736,-5.84379019703,2058.65414844,2048.0,1.88936047898,-0.565542652657,-0.942260575037,-5.82246639163,0.0,0.0,0.0,0.0,-4.0412342436,-9.3171538324,2.92098545555,5.76431570713,0.0,2048.0,0.0,0.0,5.7389596238,-10.9785619818,19.6097576303,7.99382109092,0.0,-1.00478538067,8.61483631179,21.2636709806,9.6051120205,0.0,0.0,0.0,0.0,9.88211816636,-15.934083704,-2.79690479347,-9.2858328904,-3.18563043275,0.0,0.0,0.0,0.0,-0.745123061414,0.0,0.0,0.0
ukbench00216.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3753.13221875,2854.40700781,5.75173543188,0.0,0.0,-3.17380047091,294.148338964,2726.36316406,2821.74419531,175.289940462,56.0653058356,0.83660406961,0.0,0.0,0.0,-36.8485845629,155.21763744,127.612458851,3054.69854687,3724.18296875,168.256033016,99.7610107974,34.5196018602,77.588578721,0.55900096771,0.0,0.0,-1.31463119932,-21.8515638201,67.483437245,59.6562261655,17.601034097,28.1782742048,3760.0028125,0.0,-11.1746852158,-47.2498495676,93.3390066215,-3.41015055982,15.5743870466,1.1440913113,-21.8944645384,20.0245680532,19.8745456408,66.6575310003,-3.70907378906,0.0,0.0,10.3043356659,11.9754317,46.7474148505,-0.179786555479,15.4451815601,7.88551376024,-10.4872520829,0.0,0.0,8.19398832814,-5.72257910343,-4.68723258041,0.0,0.0
1,2048.0,0.0,2048.0,2119.61284375,0.0,0.0,0.0,0.0,-23.8050489462,2162.78677344,2148.38092188,-21.2273668084,-4.81717458416,0.0,0.0,0.0,0.0,9.44933520638,-19.9411978669,-15.8642065024,2121.98440625,2051.82107031,-16.2359312451,-17.3454635698,-4.43259065659,-6.22685965493,0.0,0.0,0.0,0.0,-1.64593013987,-8.10571418808,-6.5756219126,-6.7179233316,-3.11017289135,2048.0,0.0,1.42577709485,6.40231931668,-8.30762079547,1.56375042084,-2.94614448734,0.0,-0.108673681605,-0.950731482587,-1.14413690506,-6.22685965493,0.229552011646,0.0,0.0,-1.04038057027,-3.11649785961,-4.95044043775,0.823170800015,-0.400748699624,0.0933710517019,0.909699796081,0.0,0.0,-0.372034072583,0.0627080612621,0.0225236264259,0.0,0.0
2,2048.0,0.0,2048.0,1998.16403125,2.78755942532e-14,0.0,0.0,0.0,16.7595035925,1961.25505469,1976.88129687,13.8498559784,3.85147408378,2.36317877211e-14,0.0,0.0,0.0,-9.08263148524,14.8027455057,12.3322146688,1991.13659375,2044.05772656,9.39317132929,16.3639847441,2.19209022267,4.53495200134,1.57902557311e-14,0.0,0.0,0.0,0.631695193956,8.36282484284,8.30073982596,7.60089728177,3.39096120141,2048.0,0.0,-1.95202230752,-4.64103900854,7.22154897374,0.607623929452,1.74995421768,5.54480044503e-15,0.392480274826,0.449742235263,2.19374905758,4.53495200134,0.167069266069,0.0,0.0,1.3432984862,1.92412328335,2.8203412294,-1.5542496003,-0.38919074099,-2.71105933027,-2.12949701252,0.0,0.0,2.04386221293,2.88076813518,-1.22543341317,0.0,0.0
ukbench00217.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3730.80278906,2033.82113281,26.3697522691,0.0,0.0,-19.1555803529,583.530024327,1446.73063281,1508.37016406,605.574209046,125.926049913,10.5865009789,0.0,0.0,-3.64368257355,53.3074488101,551.401598394,642.684797981,1737.82566406,3675.14754687,512.744450345,547.611046769,189.941039984,200.825203575,-0.230025812987,0.0,0.0,1.36134518069,-130.311032967,67.8635844797,155.394592765,314.086681166,69.6971777388,3760.0028125,0.0,-34.3068465684,101.378638978,49.9949629735,-149.841927451,11.4704996778,-0.946507707782,5.87884043042,-124.935231302,-182.026058045,229.248355014,-0.284914243779,0.0,0.0,19.4329737256,-99.1493346988,-131.103052207,-110.664010783,-121.505448708,-45.733823301,-22.5203918061,0.0,0.0,16.8396235295,-19.9209076877,-8.56944304259,0.0,0.0
1,2048.0,0.0,2048.0,2057.88282812,3.17963602482e-14,0.0,0.0,-1.08765173185e-14,-3.6221268253,2061.64936719,2060.7709375,-3.16509533776,-0.59996418348,3.47971846252e-14,0.0,0.0,0.0,0.137377586156,-2.3803926989,-3.0013480262,2060.18895312,2047.40710937,-1.50882240138,-3.47695241731,-2.22362605311,-1.64610039243,-9.19941618067e-16,0.0,0.0,2.62582356217e-14,-0.0219079654755,-0.613431705495,-2.13915230828,-1.82151643278,0.537234467998,2048.0,0.0,-0.387324466424,-3.03814735179,-0.815338312882,0.241862666127,0.70229214052,-1.4166221281e-14,-0.212370610577,1.21288035905,1.54028628746,-1.22686341099,0.188651657577,0.0,0.0,0.0,0.649669605785,2.33941124218,0.835047639293,1.92051886724,-0.136366302287,-0.126053007601,0.0,0.0,0.160435047032,0.784839846864,-0.106862579867,0.0,0.0
2,2048.0,0.0,2048.0,2062.99726563,2.78755942532e-14,0.0,0.0,0.0,-5.37551024971,2071.51717969,2071.66003125,-5.04233164697,-1.43648185703,2.36317877211e-14,0.0,0.0,0.0,-0.278087915813,-5.80360344956,-3.79344540579,2070.92445313,2049.75685938,-3.64513649357,-6.7100156592,-2.56600198081,-2.08052912112,1.57902557311e-14,0.0,0.0,0.0,2.24326681435,-1.66140814939,-2.70370427731,-5.57677681417,-1.59193849907,2048.0,0.0,1.14772369694,-2.3664538962,-2.80268401849,1.53472643216,-0.749631684333,5.54480044503e-15,-0.801259826909,1.73161028364,1.94678920596,-3.32281629877,-0.559014461098,0.0,0.0,0.0,1.80568944597,1.99772466146,1.75161948242,2.42737043824,1.18400234417,0.373521521193,0.0,0.0,-0.475402721128,0.64623741451,0.316656255573,0.0,0.0
ukbench00218.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,3112.17355469,0.0,0.0,0.0,0.0,188.87283952,2911.36353125,2886.8905,259.920424535,66.3511988401,0.0,0.0,0.0,0.0,55.5196796285,207.152802018,279.539771388,3077.54408594,3756.56751562,200.479537001,202.327248025,48.3282347299,26.7118038729,0.0,0.0,0.0,0.0,-40.4483481103,-4.8837434697,40.8672929808,79.843898607,3.11281678481,3760.0028125,0.0,-2.24421583512,46.5372940212,0.224694228265,-69.511257957,-26.8617477177,0.0,-18.3494067942,-37.5967155103,-69.8945101179,25.5106062284,1.09307589362,0.0,0.0,0.0,-41.8390346129,-35.8976423985,-29.293222826,-31.3105891383,-20.8489966357,-0.73036996174,0.0,0.0,0.929584635797,-17.0421832637,-0.619177755885,0.0,0.0
1,2048.0,0.0,2048.0,2006.51844531,0.0,0.0,0.0,0.0,10.7259343047,2001.47192188,1993.78615625,11.414715434,6.1239158194,0.0,0.0,0.0,0.0,4.5995560265,15.1381336027,16.5980728877,2001.72078906,2048.0,12.2615391295,13.5007574823,4.55558412898,0.705974305482,0.0,0.0,0.0,0.0,-3.30976624943,-2.08847302386,4.22325092352,7.65270895857,0.0,2048.0,0.0,0.0,3.67792122402,-0.830762079546,-5.00801734109,-3.65436151945,0.0,-0.859778397036,-2.98545370499,-4.80309736382,0.69826242215,0.0,0.0,0.0,0.0,-4.20239349907,-3.65187226083,-1.55530478364,-2.58032063051,-1.11950378263,0.0,0.0,0.0,0.0,-1.99800834785,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2500.57463281,0.0,0.0,0.0,0.0,-135.334291389,2650.83514062,2668.6894375,-186.125213767,-48.4065704194,0.0,0.0,0.0,0.0,-38.4205792093,-148.333514525,-200.438509897,2527.09169531,2048.0,-145.030999173,-144.813032726,-33.4185223234,-19.4876253458,0.0,0.0,0.0,0.0,30.901510598,4.44901643033,-27.9753847838,-57.0924542314,0.0,2048.0,0.0,0.0,-32.9093978937,0.722154897374,50.875349691,19.5970047049,0.0,13.8757681885,27.2300818357,51.1549526195,-17.7252058879,0.0,0.0,0.0,0.0,31.2198918692,25.9905182334,21.163647302,22.6354150019,15.6899509947,0.0,0.0,0.0,0.0,12.6776068244,0.0,0.0,0.0
ukbench00219.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3760.0028125,0.0,3760.0028125,2264.45150781,0.0,0.0,0.0,0.0,453.454285789,1505.35225781,1528.19526562,582.6448255,121.31878442,0.0,0.0,0.0,0.0,92.0470870901,537.815674795,614.557710798,2043.3884375,3760.0028125,462.640946474,563.742542978,200.499401717,117.033867597,0.0,0.0,0.0,0.0,-67.7895321251,86.0953605608,166.782128861,190.175729378,0.0,3760.0028125,0.0,0.0,136.372060095,55.3681845397,-162.818495276,-57.3679859524,0.0,-60.3959117424,-138.555275158,-185.684149733,125.172639027,0.0,0.0,0.0,0.0,-82.3580320436,-147.287091912,-128.704184921,-133.149377311,-69.1923365057,0.0,0.0,0.0,0.0,-55.0433290864,0.0,0.0,0.0
1,2048.0,0.0,2048.0,2062.57142187,0.0,0.0,0.0,0.0,-4.7308009767,2070.44457031,2070.148125,-5.88760254914,-1.68540714924,0.0,0.0,0.0,0.0,-1.01751208552,-4.92852703569,-6.29465694601,2062.27497656,2048.0,-5.24407997846,-5.4874033018,-1.52749757823,-1.65381227576,0.0,0.0,0.0,0.0,1.41356900324,-0.621143588827,-1.92692615605,-1.02420292609,0.0,2048.0,0.0,0.0,-0.808551964289,-0.411525098107,0.959106857491,0.25268694292,0.0,0.229219372573,0.478278652065,1.93419728399,-1.44419378504,0.0,0.0,0.0,0.0,0.944553931367,1.8275253134,0.507232444404,1.47916415323,0.205696605584,0.0,0.0,0.0,0.0,0.215649690988,0.0,0.0,0.0
2,2048.0,0.0,2048.0,2061.40457812,0.0,0.0,0.0,0.0,-5.18187107321,2067.59622656,2068.47465625,-6.21238968293,-0.492941013213,0.0,0.0,0.0,0.0,-0.834326287391,-5.07151005731,-5.68494763933,2062.28300781,2048.0,-3.66091764906,-5.2983366927,-0.888701636401,-0.318109663186,0.0,0.0,0.0,0.0,-0.484327123239,0.101011308547,-1.63801479132,-2.45222791918,0.0,2048.0,0.0,0.0,-1.45351898924,-0.52013228028,1.90841964928,-0.358804270173,0.0,0.822555210926,1.08404785337,1.91181711277,-0.939253252013,0.0,0.0,0.0,0.0,0.90546298524,1.63165579284,0.885567957371,1.41781473992,-0.219562036949,0.0,0.0,0.0,0.0,0.86276502586,0.0,0.0,0.0
ukbench00220.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
